SPI,meta_ROI_from,meta_ROI_to,stimulus_presentation,comparison,accuracy
xcorr-sq_max_sig-True,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5183333333333333
xcorr_mean_sig-True,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49861111111111106
xcorr-sq_mean_sig-True,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.47930555555555554
xcorr_mean_sig-False,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4948611111111111
xcorr-sq_mean_sig-False,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5197222222222222
pdist_euclidean,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
pdist_cityblock,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
pdist_cosine,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.495
pdist_chebyshev,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49861111111111106
pdist_canberra,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.48680555555555555
pdist_braycurtis,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4852777777777777
dcorr,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
dcorr_biased,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
hsic,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4958333333333333
hsic_biased,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49722222222222223
bary_euclidean_max,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4916666666666666
bary-sq_euclidean_mean,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5027777777777779
bary-sq_euclidean_max,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5001388888888889
gwtau,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4918055555555555
anm,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.495
cds,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5336111111111111
reci,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49874999999999997
igci,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
je_gaussian,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.48680555555555555
je_kozachenko,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4916666666666666
je_kernel_W-0.5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5013888888888889
ce_gaussian,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4793055555555556
ce_kernel_W-0.5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49749999999999994
xme_gaussian_k1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4916666666666667
xme_kozachenko_k1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49444444444444446
xme_kernel_W-0.5_k1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
xme_gaussian_k10,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.48888888888888893
xme_kozachenko_k10,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
xme_kernel_W-0.5_k10,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
si_gaussian_k-1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5141666666666665
si_kozachenko_k-1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49013888888888885
si_kernel_W-0.5_k-1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49819444444444444
mi_gaussian,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
mi_kraskov_NN-4,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4998611111111112
mi_kraskov_NN-4_DCE,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4888888888888888
mi_kernel_W-0.25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49874999999999997
tlmi_gaussian,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
tlmi_kraskov_NN-4,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.48888888888888893
tlmi_kraskov_NN-4_DCE,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5113888888888889
tlmi_kernel_W-0.25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49444444444444446
te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5013888888888889
gc_gaussian_k-1_kt-1_l-1_lt-1,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5273611111111112
phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5075000000000001
phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5112499999999999
phase_multitaper_max_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4930555555555555
phase_multitaper_max_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49736111111111114
phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5102777777777778
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5011111111111111
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49222222222222217
cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49375
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49430555555555555
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5413888888888889
cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.495
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4998611111111112
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5015277777777778
icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4925
icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5073611111111112
icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5080555555555556
icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.53
psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5002777777777778
psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4916666666666667
psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.44749999999999995
plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
plv_multitaper_max_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5030555555555556
plv_multitaper_max_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4924999999999999
plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4894444444444444
pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5055555555555555
pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5
pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5327777777777778
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5044444444444445
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49736111111111114
wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5277777777777778
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4805555555555555
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5197222222222223
dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.4948611111111111
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.47486111111111107
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.49736111111111114
dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,V1_V2,IPS,on,Relevant non-target vs. Irrelevant,0.5013888888888889
